Number,Gender,Title,First Name,Initial,Last Name,Address 1,Address 2,City,PROV,Postal Code,Email Address,Telephone Number,DOB,SIN,Expiry, Balance 
204614,female,Ms.,Wilma,F,Garrett,474 Duke Street,,Montreal,QC,H3C 5K4,wilmafgarrett@live.ca,514-216-4585,5/3/1939,270676489,25-Dec,"$169,313 "
204616,male,Mr.,David,L,Stotler,3650 Jasper Ave,,Edmonton,AB,T5J 3N6,davidlstotler@hotmail.ca,780-908-0607,7/20/1969,634151187,26-Aug,"$166,725 "
204619,male,Mr.,Joseph,E,Oleary,4263 Lake City Way,,Burnaby,BC,V5A 2Z6,josepheoleary@gmail.com,778-867-2679,11/30/1973,780910808,25-Dec,"$159,570 "
204622,female,Mrs.,Jessica,R,Adcock,2437 Terry Fox Dr,,Fox Valley,SK,S4P 3Y2,jessicaradcock@outlook.com,306-666-1924,4/27/1982,634154801,25-May,"$159,421 "
204625,female,Ms.,Mary,E,Hollis,192 Robson St,,Vancouver,BC,V6B 3K9,maryehollis@yahoo.com,604-642-8635,11/16/1969,781374509,24-Nov,"$156,049 "
204627,male,Mr.,George,L,Hudson,330 Township Rd,,Lloydminster,AB,T9V 0L9,georgelhudson@gmail.com,780-875-9992,11/10/1951,634225981,26-Aug,"$156,049 "
204629,female,Ms.,Margaret,K,King,2067 184th Street,,Edmonton,AB,T5J 2R4,margaretkking@gmail.com,780-288-6574,7/15/1965,634417976,24-Apr,"$146,718 "
204632,female,Mrs.,Lori,P,Roberts,1643 Dundas St,Apt 604,London,ON,N6B 3L5,loriproberts@gmail.com,519-857-8176,5/30/1977,447145798,24-Jun,"$146,718 "
204633,male,Mr.,Derrick,E,Delrio,3515 Fourth Avenue,,Calgary,AB,T2P 0H3,derrickedelrio@gmail.com,403-613-0347,8/4/2002,634649057,27-Jan,"$139,230 "
204636,female,Ms.,Rita,C,Marroquin,3795 Yonge Street,,Toronto,ON,M4W 1J7,ritacmarroquin@hotmail.com,416-973-2755,1/26/1998,447216599,24-Dec,"$139,230 "
204638,male,Mr.,Wilbur,L,Pettit,131 Whitmore Road,,Woodbridge,ON,L0L 0L0,wilburlpettit@gmail.com,905-850-1155,1/22/1997,447259870,24-Apr,"$136,560 "
204640,female,Ms.,Elizabeth,R,McNally,4291 Wascana Parkway,,Regina,SK,S4S 2R3,elizabethrmcnally@gmail.com,306-522-7734,4/26/1995,634668248,26-Jan,"$136,560 "
204642,female,Ms.,Katherine,W,Bunting,1497 rue Fournier,,St Jerome,QC,J7Z 5L3,katherinewbunting@bell.net,450-820-9569,7/13/1982,270710726,26-Jan,"$135,884 "
204644,female,Mrs.,Lucy,A,Shumpert,4860 Whiskey Cove Road,,Ocean Falls,BC,V0T 1P0,lucyashumpert@gmail.com,250-289-8254,2/7/1995,781659370,27-Dec,"$128,880 "
204647,female,Mrs.,Martha,M,Gauvin,4514 Sixth Street,,New Westminster,BC,V3L 3C1,marthamgauvin@gmail.com,778-772-8221,7/15/1991,781867841,24-Mar,"$128,110 "
204650,female,Ms.,Carmen,N,Robertson,2756 Fourth Avenue,,Calgary,AB,T2P 0H3,carmennrobertson@gmail.com,403-618-9053,4/8/1953,634685978,26-May,"$124,992 "
204653,male,Mr.,Richard,M,Contreras,1726 184th Street,,Edmonton,AB,T5J 2R4,richardmcontreras@gmail.com,780-915-0055,11/15/1990,634764484,26-Jul,"$124,992 "
204655,male,Mr.,Benjamin,P,Spino,148 Lynden Road,,Wainfleet,ON,L0S 1V0,benjaminpspino@sympatico.ca,905-899-3342,5/16/1986,447331034,26-Oct,"$124,738 "
204657,male,Mr.,Arthur,G,Clark,2067 Blind Bay Road,,Revelstoke,BC,V0E 2S0,arthurgclark@gmail.com,250-814-7128,11/15/1995,781962204,25-Sep,"$122,682 "
204660,male,Mr.,Russell,M,Martinez,3901 Fourth Avenue,,Calgary,AB,T2P 0H3,russellmmartinez@gmail.com,403-619-1401,8/11/1988,634843239,27-Mar,"$117,264 "
204661,male,Mr.,Patrick,K,Frederick,1910 102nd Avenue,,Fort St John,BC,V1J 3Y7,patrickkfrederick@gmail.com,250-793-6425,2/5/1989,783553985,25-Oct,"$116,640 "
204664,male,Mr.,William,O,Kramer,714 Lyons Avenue,,Hespeler,ON,N3C 2V3,williamokramer@live.ca,519-716-4736,6/28/1987,447496027,25-Jan,"$115,553 "
204666,male,Mr.,William,M,Draughn,2821 Carling Avenue,PO Box 1003,Ottawa,ON,K1Z 7B5,williammdraughn@hotmail.com,613-322-8340,9/7/1984,447509050,25-Sep,"$115,281 "
204668,female,Mrs.,Beverly,K,Nicolas,3486 Brand Road,,Saskatoon,SK,S7K 1W8,beverlyknicolas@hotmail.com,306-374-2774,2/5/1998,634927586,24-Jun,"$115,281 "
204670,male,Mr.,Dennis,J,Cromwell,3740 2nd Street,,Gimli,MB,R0C 1B0,dennisjcromwell@gmail.com,204-651-8337,4/23/1938,635094212,26-Dec,"$114,221 "
204672,female,Ms.,Ida,D,Gonzalez,3294 Hamilton Street,,Eastend,SK,S4P 3Y2,idadgonzalez@hotmail.com,306-295-2947,5/6/1961,635102809,25-Jul,"$111,860 "
204675,male,Mr.,Ralph,E,Woods,4176 Garafraxa St,,Lion's Head,ON,N0H 1W0,ralphewoods@gmail.com,519-793-4495,7/18/1985,447547605,27-Oct,"$109,973 "
204678,male,Mr.,Bobby,G,Scott,393 Derry Rd,,Malton,ON,L4T 1A8,bobbygscott@gmail.com,905-694-7850,10/13/1975,447552530,23-Jul,"$108,707 "
204681,male,Mr.,David,V,Holt,3114 Yonge Street,,Toronto,ON,M4W 1J7,davidvholt@gmail.com,416-935-7980,1/22/1965,447554999,25-Jul,"$107,156 "
204683,female,Ms.,Gina,L,Clark,333 rue Levy,,Montreal,QC,H3C 5K4,ginalclark@gmail.com,514-912-5779,11/29/1995,270985849,27-Jul,"$107,156 "
204685,male,Mr.,Jerome,M,McGowan,2792 47th Avenue,,Tagish,YT,Y0B 1T0,jeromemmcgowan@yahoo.com,867-660-9374,10/12/1966,783700289,23-Jun,"$106,536 "
204688,female,Mrs.,Eva,R,Murphy,937 Nelson Street,,Swastika,ON,P0K 1T0,evarmurphy@sympatico.ca,705-642-1667,9/12/1996,448096222,23-Feb,"$105,354 "
204689,female,Mrs.,Amber,A,Owens,1571 Adelaide St,,Toronto,ON,M5H 1P6,amberaowens@rogers.com,416-397-4104,6/13/1978,448200378,27-Nov,"$104,223 "
204692,female,Ms.,Angela,D,Ley,3985 Weir Crescent,,Toronto,ON,M1E 3T8,angeladley@gmail.com,647-828-3600,6/18/1945,448226233,23-Aug,"$102,244 "
204694,female,Mrs.,Ana,J,Pillow,2653 MacLaren Street,,Ottawa,ON,K1P 5M7,anajpillow@gmail.com,613-236-7354,8/5/2002,448404657,25-Jun,"$102,244 "
204696,female,Ms.,Beverly,R,Sanders,4507 184th Street,,Edmonton,AB,T5J 2R4,beverlyrsanders@shaw.ca,780-977-2162,12/28/1994,635193162,24-Aug,"$99,759 "
204698,male,Mr.,John,G,Cook,2992 Lynden Road,,Sebright,ON,L0K 1W0,johngcook@hotmail.com,705-833-7549,10/24/1960,448424622,27-Mar,"$99,103 "
204700,female,Ms.,Hazel,R,Edwards,4689 Water Street,,O'Leary,PE,C0B 1V0,hazelredwards@aebc.com,902-888-7389,10/13/1977,138572649,26-Sep,"$99,103 "
204703,male,Mr.,Marvin,J,Crockett,3024 rue de la Gauchetière,,Montreal,QC,H3B 2M3,marvinjcrockett@yahoo.ca,514-393-3828,9/15/1992,271595191,26-Apr,"$97,391 "
204706,female,Mrs.,Bertha,D,Saunders,2002 De la Providence Avenue,,Hull,QC,J8X 1N5,berthadsaunders@gmail.com,819-213-6437,5/7/1970,272678038,25-Jan,"$97,391 "
204709,male,Mr.,Nathan,K,Gonzalez,360 Prince William,,Saint John,NB,E2N 1T1,nathankgonzalez@gmail.com,506-512-7349,9/16/1964,141137877,24-May,"$95,831 "
204745,male,Mr.,Matthew,R,Walker,2362 Lake City Way,,Burnaby,BC,V5A 2Z6,matthewrwalker@yahoo.com,778-866-0098,1/11/1964,783971179,24-May,"$95,400 "
204747,female,Mrs.,Janet,L,Turner,4162 Duke Street,,Montreal,QC,H3C 5K4,janetlturner@outlook.com,514-208-0246,9/6/1957,272732728,27-Sep,"$92,064 "
204750,male,Mr.,Richard,A,Tobin,2226 Granville St,,Halifax,NS,B3K 5L2,richardatobin@outlook.com,902-402-2594,5/9/1951,147247548,25-Feb,"$92,064 "
204751,female,Ms.,Stephen,L,Greening,1525 Princess St,,Kingston,ON,K7L 1C2,stephenlgreening@gmx.us,613-530-9592,2/24/1991,448430546,23-Nov,"$91,238 "
204754,male,Dr.,Robert,J,Smith,1944 Davis Drive,,Newmarket,ON,L3Y 4W2,robertjsmith@hotmail.com,289-221-9582,4/16/1943,448520759,25-Sep,"$91,182 "
204756,female,Ms.,Brenda,R,Creasy,1536 Cork St,,Guelph,ON,N1H 2W8,brendarcreasy@gmail.com,519-838-2970,7/12/1964,448553156,26-Aug,"$90,956 "
204758,male,Mr.,Charles,L,Frasier,4580 Sheppard Ave,,Toronto,ON,M1S 1T4,charleslfrasier@gmail.com,416-292-1228,2/12/1937,448564419,25-Jun,"$89,966 "
204760,male,Mr.,Robert,B,Lema,121 Nelson Street,,Raith,ON,P0T 2N0,robertblema@gmail.com,807-448-8862,8/7/1957,448668707,27-Oct,"$89,966 "
204762,female,Ms.,Heather,W,Warren,2098 Sheppard Ave,,Toronto,ON,M1S 1T4,heatherwwarren@gmail.com,647-295-8166,9/29/1961,448709311,24-Jul,"$87,906 "
204765,male,Mr.,Paul,V,Peele,1590 5th Avenue,,Wembley,AB,T0H 3S0,paulvpeele@gmail.com,780-766-3276,12/4/1983,635374770,27-Aug,"$83,600 "
204768,male,Mr.,Jesus,L,Darden,2650 Merton Street,Suite 401,Toronto,ON,M1L 3K7,jesusldarden@hotmail.com,416-524-5375,3/11/2002,448815167,27-Mar,"$83,600 "
204771,male,Mr.,Gustavo,A,Sanches,1402 49th Avenue,,Clyde River,NU,X0A 0E0,gustavoasanches@hotmail.com,867-924-4591,12/3/1991,635469026,24-Oct,"$83,160 "
204786,male,Mr.,Mark,B,Moreno,4914 rue Garneau,,Quebec,QC,G1V 3V5,markbmoreno@gmail.com,418-653-5340,3/3/1953,273703553,23-Apr,"$82,046 "
204788,male,Mr.,Charles,T,Turley,390 Main St,,Brandon,MB,R7A 5Y1,charlestturley@gmail.com,204-730-3740,1/26/2000,635957152,26-Dec,"$82,046 "
204791,male,Mr.,Victor,R,Horton,2372 St. John Street,,Weldon,SK,S4P 3Y2,victorrhorton@hotmail.com,306-887-3639,1/15/1959,636147639,25-May,"$81,095 "
204792,female,Ms.,Carrie,E,Pettis,1864 Duke Street,Apt 203,Montreal,QC,H3C 5K4,carrieepettis@gmail.com,514-210-3570,3/30/1988,274662444,24-May,"$81,095 "
204795,male,Mr.,James,J,McArthur,1990 Calgary Avenue,,Penticton,BC,V2A 2T6,jamesjmcarthur@protonmail.com,250-482-9358,3/1/1981,784337867,23-Mar,"$76,507 "
204797,female,Ms.,Maxine,H,Noon,4248 Shaughnessy St,,Port Coquitlam,BC,V3C 4S7,maxinehnoon@gmail.com,604-927-3698,2/7/1977,784365769,23-Jul,"$76,146 "
204799,male,Mr.,Adrian,G,Foley,3981 Yonge Street,,Toronto,ON,M4W 1J7,adriangfoley@mun.ca,416-312-8500,6/11/1957,448980425,27-Jan,"$74,700 "
204801,female,Mrs.,Stephanie,W,Hanson,838 Adelaide St,,Toronto,ON,M5H 1P6,stephaniewhanson@hotmail.com,416-947-7358,1/12/1988,448983544,23-Oct,"$70,444 "
204803,female,Ms.,Candace,D,Lindley,2583 Craven Place,,Medicine Hat,AB,T1A 0N1,candacedlindley@gmail.com,403-529-4772,1/19/1961,636285694,26-May,"$69,402 "
204806,male,Mr.,John,T,Martinez,2892 Bay Street,,Toronto,ON,M5J 2R8,johntmartinez@gmail.com,416-825-0326,8/27/1959,448986406,25-Mar,"$69,402 "
204809,male,Mr.,Russell,T,Cummins,4747 Boulevard Laflèche,,Victoriaville,QC,G5P 1A6,russelltcummins@gmail.com,819-460-2534,11/26/1948,274670082,25-Apr,"$65,138 "
204812,male,Mr.,Jason,L,Smith,78 Bay Street,,Toronto,ON,M5J 2R8,jasonlsmith@gmail.com,647-868-3239,9/15/1999,449264324,26-May,"$64,496 "
204825,male,Mr.,Marc,G,Dandridge,2632 Pine Street,,Ponoka,AB,T0C 2H0,marcgdandridge@gmail.com,403-783-0480,10/3/1988,636375933,25-May,"$62,916 "
204827,male,Mr.,Jerome,M,Konen,47 40th Street,,Calgary,AB,T2P 4L4,jeromemkonen@gmail.com,403-889-3492,10/23/1948,636389140,27-Apr,"$62,916 "
204830,female,Mrs.,Tiffany,K,Curtis,501 Glen Long Avenue,,Toronto,ON,M6B 1J8,tiffanykcurtis@outlook.com,416-256-8335,6/10/1996,449304534,26-Jan,"$61,633 "
204831,female,Ms.,Shana,C,Camacho,4593 Halsey Avenue,,Toronto,ON,M3B 2W6,shanaccamacho@gmail.com,416-558-1308,7/19/1969,449336114,24-Oct,"$60,200 "
204834,female,Ms.,Ruby,C,Paulin,1625 Horner Ave,,Toronto,ON,M8W 4Y4,rubycpaulin@live.ca,647-439-9254,9/23/1966,449419035,26-Feb,"$58,650 "
204836,male,Mr.,Cristobal,G,Huffman,1094 Fallon Drive,,Crediton,ON,N0M 1M0,cristobalghuffman@hotmail.com,519-234-6476,8/20/1966,449504547,26-Aug,"$55,071 "
204838,female,Ms.,Julie,B,Merkley,1324 De la Providence Avenue,,Hull,QC,J8X 1N5,juliebmerkley@hotmail.com,819-483-3820,2/9/1997,274672948,25-Sep,"$53,808 "
204840,female,Mrs.,Brandon,R,Capers,455 Bay Street,,Toronto,ON,M5J 2R8,brandonrcapers@hotmail.com,647-898-5268,9/2/1985,449518349,23-Apr,"$53,594 "
204842,male,Mr.,Paris,L,Teegarden,1967 Toy Avenue,,Oshawa,ON,L1H 1A8,parislteegarden@danbo.ca,905-674-5062,4/6/1969,449537752,27-Apr,"$53,258 "
204845,male,Mr.,Adam,T,Cochran,2677 Côte Joyeuse,,Bromptonville,QC,H0H 0H0,adamtcochran@hotmail.com,819-846-4373,2/6/1955,274949866,26-Aug,"$53,258 "
204848,male,Mr.,Berry,A,Booker,1873 Albert Street,,London,ON,N5Z 2A7,berryabooker@yahoo.com,519-936-0639,3/13/1999,449741396,23-Mar,"$52,243 "
204851,female,Mrs.,Ayesha,B,Morrissey,1142 Water Street,,Kitchener,ON,N2H 5A5,ayeshabmorrissey@gmail.com,519-584-5670,6/9/1970,449857382,23-Jun,"$52,167 "
204853,male,Mr.,Donnie,H,Corwin,1693 St Jean Baptiste St,,Laterriere,QC,G0V 1K0,donniehcorwin@gmail.com,418-678-3274,11/26/1996,275004117,25-Apr,"$51,143 "
204855,male,Mr.,Michael,A,Snell,2078 rue des Églises Est,,Wotton,QC,J0A 1N0,michaelasnell@gmail.com,819-828-2400,7/2/1986,275293793,23-Sep,"$50,803 "
204858,female,Ms.,Nelle,S,Wilson,4147 Sherbrooke Ouest,,Montreal,QC,H4A 1H3,nelleswilson@gmail.com,514-501-5465,9/19/1951,275295012,27-Apr,"$50,597 "
204859,female,Mrs.,Devon,F,White,2157 Sheppard Ave,,Toronto,ON,M1S 1T4,devonfwhite@mail.utoronto.ca,416-609-8031,5/23/1975,449906718,26-Aug,"$50,597 "
204862,male,Mr.,James,E,Delaney,4987 St Jean Baptiste St,,Les Escoumins,QC,G0T 1K0,jamesedelaney@gmail.com,418-233-1618,2/23/1995,275526671,27-Jan,"$50,164 "
204864,female,Mrs.,Barbara,T,Lee,1591 Paradise Crescent,,Hauterive,QC,G5C 1M1,barbaratlee@hotmail.com,418-296-7448,6/11/1979,275645331,23-Jun,"$50,052 "
204866,male,Mr.,Jerry,O,Sanders,517 Hamilton Street,,Esterhazy,SK,S4P 3Y2,jerryosanders@gmail.com,306-745-1901,10/1/1993,636528630,27-Feb,"$49,929 "
204868,male,Mr.,James,F,Baldwin,3052 Orenda Rd,,Brampton,ON,L6W 1Z2,jamesfbaldwin@hotmail.com,905-450-7410,1/8/1945,449996933,23-May,"$48,812 "
204870,female,Ms.,Dorothy,H,Harada,257 Derry Rd,,Malton,ON,L4T 1A8,dorothyhharada@gmail.com,416-674-5887,5/24/1947,450168430,27-Jan,"$47,119 "
204873,female,Mrs.,Priscilla,R,Morrison,4435 Brand Road,,Saskatoon,SK,S7K 1W8,priscillarmorrison@yahoo.com,306-956-0343,2/2/1953,636549859,24-Feb,"$46,796 "
204875,male,Mr.,Franklin,A,Bryce,1533 Carling Avenue,,Ottawa,ON,K1Z 7B5,franklinabryce@live.com,613-761-0399,7/13/1995,450195938,27-Apr,"$45,953 "
204878,female,Ms.,Dora,L,House,3538 Adelaide St,,Toronto,ON,M5H 1P6,doralhouse@gmail.com,416-393-6738,7/31/1970,450230008,24-May,"$44,378 "
204879,female,Mrs.,Ursula,J,Boyd,4042 Albert Street,,Stratford,ON,N5A 3K5,ursulajboyd@nucleus.com,519-801-8614,1/13/2003,450324322,27-Aug,"$44,359 "
204882,male,Mr.,David,E,Worrell,3501 Reserve St,,Campbellford,ON,K0L 1L0,davideworrell@gmail.com,705-632-4377,10/20/1943,450363999,27-Apr,"$43,643 "
204884,male,Mr.,Steve,R,Hostetler,2383 Rue King,,Sherbrooke,QC,J1H 1R4,steverhostetler@gmail.com,819-822-7086,2/22/1944,275670974,23-Sep,"$43,125 "
204886,male,Mr.,Philip,L,Kim,4354 49th Avenue,,Rankin Inlet,NU,X0C 0G0,philiplkim@gmail.com,867-645-5663,10/9/1952,636753790,23-Mar,"$43,125 "
204888,male,Mr.,Jimmy,C,Murphy,2249 Nelson Street,,Matachewan,ON,P0K 1M0,jimmycmurphy@yahoo.com,705-565-1753,9/10/1950,450448154,24-Oct,"$42,998 "
204889,male,Mr.,Anthony,D,Caskey,4539 St Jean Baptiste St,,St Prosper De Dorchester,QC,G0M 1Y0,anthonydcaskey@hotmail.com,418-594-8107,11/13/2001,275978732,24-Mar,"$42,713 "
204891,female,Mrs.,Ashley,M,Taylor,1891 Acton Avenue,,Toronto,ON,M3H 4J1,ashleymtaylor@live.ca,416-330-4097,7/23/1988,450486949,25-Oct,"$42,613 "
204894,female,Ms.,Joy,D,Morris,1984 Toy Avenue,,South Pickering,ON,L1V 1S8,joydmorris@gmail.com,905-421-5717,11/24/1961,450533070,25-Sep,"$41,762 "
204895,male,Mr.,Donnie,B,Sibert,2816 St Marys Rd,,Winnipeg,MB,R3C 3N9,donniebsibert@outlook.com,204-887-2875,4/23/1986,636944464,27-Sep,"$40,887 "
204898,female,Ms.,Bonnie,D,Majors,3863 Queen Elizabeth Boulevard,,Etobicoke,ON,M9W 1K7,bonniedmajors@gmail.com,416-649-9387,7/3/1956,450769815,24-Jul,"$40,838 "
204900,female,Ms.,Teresa,M,Wilder,1828 Nelson Street,,Minaki,ON,P0X 1J0,teresamwilder@protonmail.com,807-225-0771,11/9/1972,450805734,26-Mar,"$40,769 "
204902,female,Mrs.,Marsha,M,Cisneros,2297 rue des Églises Est,,Arntfield,QC,J0Z 1B0,marshamcisneros@icloud.com,819-279-3313,4/11/1997,276516820,24-Jan,"$40,100 "
204904,female,Ms.,Nichole,J,Wood,3730 Main St,,Oxbow,SK,S0C 2B0,nicholejwood@gmail.com,306-485-7130,2/7/1950,636979221,27-Aug,"$40,100 "
204905,male,Mr.,Dale,M,Davis,4625 Garden Drive,Apt 1018,Kensington,PE,C0B 1M0,dalemdavis@uottawa.ca,902-836-5930,7/28/1954,149233397,26-Jan,"$39,821 "
204907,female,Mrs.,Sarah,R,Richardson,4467 Exmouth Street,,Sarnia,ON,N7T 4C8,sarahrrichardson@outlook.com,519-344-3232,7/31/1999,450905872,23-Jun,"$39,772 "
204910,female,Mrs.,Marina,N,Cheatwood,4811 11th Ave,,Calgary,AB,T2P 1M6,marinancheatwood@gmail.com,403-218-9096,5/26/1999,637089418,26-Jun,"$39,237 "
204911,female,Mrs.,Faye,W,Nelson,4578 Lillooet Street,,Moose Jaw,SK,S6H 7T1,fayewnelson@sympatico.ca,306-684-5649,3/31/1979,637101700,23-Oct,"$38,363 "
204914,female,Ms.,Edith,M,Rowe,4445 Saskatchewan Dr,,Quebec,QC,S4P 3Y2,edithmrowe@me.com,418-686-2052,8/11/1983,276911468,23-Aug,"$38,021 "
204916,female,Ms.,Geneva,G,Collins,2850 Port Washington Road,,Enchant,AB,T0K 0V0,genevagcollins@hotmail.com,403-739-6404,3/6/1965,637102922,24-Sep,"$37,980 "
204918,male,Mr.,Ernesto,E,Young,3437 56th Street,,Wetaskiwin,AB,T9A 1N8,ernestoeyoung@hotmail.com,780-312-7731,9/20/1977,637140690,27-Aug,"$37,980 "
204920,male,Mr.,Mark,N,Jones,2809 Eglinton Avenue,,Toronto,ON,M4P 1A6,marknjones@hotmail.ca,416-844-0623,3/9/1977,450926969,25-Jun,"$37,335 "
204922,male,Mr.,Bruce,A,Santos,285 Côte Joyeuse,,St Agapit,QC,H0H 0H0,bruceasantos@gmail.com,418-918-1287,7/30/1997,276966348,25-Jul,"$37,080 "
204925,male,Mr.,Richard,L,Abrams,3456 Boulevard Ste-Geneviève,,Chicoutimi,QC,G7G 2G6,richardlabrams@gmail.com,418-540-9196,11/15/1936,276976784,26-May,"$37,050 "
204927,male,Mr.,William,A,Harjo,371 Tycos Dr,,Toronto,ON,M5T 1T4,williamaharjo@gmail.com,416-542-0190,9/27/1955,450986112,26-Aug,"$37,050 "
204930,male,Mr.,Kevin,D,Neumann,614 Alaska Hwy,,Fort Nelson,BC,V0C 1C0,kevindneumann@hotmail.com,867-445-8628,5/28/1943,784477879,27-Aug,"$36,754 "
204931,male,Mr.,Franklin,M,Neff,1114 James Street,,Burnaby,BC,V5G 1J9,franklinmneff@gmail.com,604-420-5571,2/15/1975,784755043,26-Feb,"$36,754 "
204934,female,Mrs.,Carole,J,Martinez,2945 Eglinton Avenue,,Toronto,ON,M4P 1A6,carolejmartinez@gmail.com,416-482-1068,8/6/1967,451013973,26-Oct,"$36,702 "
204936,female,Ms.,Linda,C,Bynum,4540 47th Avenue,,Pelly Crossing,YT,Y0B 1P0,lindacbynum@gmail.com,867-537-0850,11/23/2002,784771479,23-Dec,"$36,340 "
204938,female,Ms.,Jettie,D,Cotto,2491 Main St,,Black Lake,QC,S0J 0H0,jettiedcotto@msn.com,418-423-4694,2/27/1995,277212999,24-Oct,"$36,340 "
204940,female,Ms.,Ann,C,Layton,4705 Lockhart Drive,,Barrie,ON,L4M 3B1,annclayton@lmvministry.com,705-309-5977,12/12/1939,451269237,26-Nov,"$36,209 "
204942,female,Mrs.,Elizabeth,C,Lemaster,2097 Wellington Street,,Toronto,ON,M9C 3J5,elizabethclemaster@icloud.com,905-212-8255,7/3/1989,451272017,25-May,"$36,032 "
204945,female,Ms.,Stephanie,R,Wash,4059 Birkett Lane,,Brantford,ON,N3T 2Z8,stephanierwash@gmail.com,519-861-4470,12/31/1944,451612667,24-Jul,"$35,872 "
204948,female,Mrs.,Heidi,D,Williams,636 A Avenue,,Edmonton,AB,T5J 0K7,heididwilliams@hotmail.ca,780-493-7990,9/20/1965,637222944,25-Sep,"$35,586 "
204951,female,Mrs.,Tina,R,Hill,4150 Thurston Dr,,Ottawa,ON,K1P 5J4,tinarhill@icloud.com,613-688-0696,10/8/1961,451783294,27-Jul,"$35,495 "
204953,female,Mrs.,Karen,R,Lampe,928 Summerfield Blvd,,Camrose,AB,T4V 1V4,karenrlampe@hotmail.com,780-672-5011,8/5/1974,637266297,23-Apr,"$35,172 "
204956,male,Mr.,Edward,T,Shepherd,4510 Rayborn Crescent,,St Albert,AB,T8N 1C7,edwardtshepherd@gmail.com,780-671-9497,6/25/1957,637293176,27-Jul,"$34,736 "
204957,female,Ms.,Stephanie,R,Little,2585 Bridgeport Rd,,Milton,ON,L9T 2Y1,stephanierlittle@yahoo.com,905-691-2329,1/16/1967,451968903,27-Jul,"$34,514 "
204960,male,Mr.,Timothy,T,Ridings,4602 Alness Street,,Toronto,ON,M3J 2J1,timothytridings@gmail.com,416-663-3190,12/6/1993,452016140,25-Jun,"$34,238 "
204962,male,Mr.,John,L,Brassard,3709 Main St,Apartment 306,Punnichy,SK,S0A 3C0,johnlbrassard@gmail.com,306-835-8479,7/24/1980,637314998,25-Jun,"$34,112 "
204964,male,Mr.,Richard,M,Carpenter,1085 Ste. Catherine Ouest,,Montreal,QC,H3B 4W5,richardmcarpenter@gmail.com,514-788-9043,3/6/1938,277991584,26-Mar,"$34,096 "
204966,female,Ms.,Maria,T,Yates,2538 Brew Creek Rd,,Vananda,BC,V0N 3K0,mariatyates@gmail.com,604-486-0290,3/13/1978,784863847,24-Feb,"$34,056 "
204968,male,Mr.,Earl,J,Criss,1698 Fourth Avenue,,Calgary,AB,T2P 0H3,earljcriss@gmail.com,403-606-6029,7/11/1962,637368291,27-Dec,"$33,634 "
204971,female,Ms.,Mary,A,Mount,359 Granville St,,Halifax,NS,B3K 5L2,maryamount@gmail.com,902-449-3779,4/20/1994,150528925,26-Feb,"$33,499 "
204974,female,Mrs.,Ana,M,Harris,3120 Merton Street,,Toronto,ON,M1L 3K7,anamharris@trggroup.com,416-428-1968,5/8/1984,452403991,26-Dec,"$33,499 "
204977,female,Ms.,Maria,N,Irwin,1963 Mesa Vista Drive,,Forest Grove,BC,V0K 1M0,marianirwin@hotmail.com,250-397-7034,2/23/1986,784866741,24-Nov,"$33,032 "
204988,male,Mr.,Freddy,J,Harrill,4468 Reserve St,,Minden,ON,K0M 2K0,freddyjharrill@hotmail.com,705-286-3257,5/10/1938,452407364,24-Aug,"$33,032 "
204990,male,Mr.,Nicholas,M,Sheldon,2629 Fallon Drive,,Arthur,ON,N0G 1A0,nicholasmsheldon@live.com,519-848-2897,5/21/1972,452464464,24-Feb,"$32,878 "
204993,male,Mr.,Christopher,C,Keane,2757 Boulevard Laflèche,,Riviere Du Loup,QC,G5R 3E9,christopherckeane@gmail.com,418-867-7872,3/31/1963,278083027,26-Nov,"$32,670 "
204994,male,Mr.,Arturo,L,James,1404 Maynard Rd,,Calgary,AB,T2E 6J8,arturoljames@sasktel.net,403-827-9252,4/9/1976,637385709,26-Feb,"$32,670 "
204997,male,Mr.,Seth,M,Fuquay,4107 Dominion St,,Williamsburg,ON,K0C 2H0,sethmfuquay@gmail.com,613-535-4076,8/20/1971,452501075,25-Nov,"$32,627 "
204999,female,Mrs.,Hilda,K,Fraser,1870 Charing Cross Rd,,Chatham,ON,N7M 2G9,hildakfraser@gmail.com,519-437-0850,12/5/1947,452695448,26-May,"$32,558 "
205001,female,Ms.,Karen,J,Lowe,443 49th Avenue,,Arviat,NU,X0C 0E0,karenjlowe@gmail.com,867-857-5897,5/31/1958,637425497,23-Jun,"$32,280 "
205003,male,Mr.,Frank,V,Woodall,2532 rue des Églises Est,,Guigues,QC,J0Z 2S0,frankvwoodall@gmail.com,819-728-7009,5/24/1984,278199682,23-Aug,"$31,863 "
205005,male,Mr.,Boyd,N,Hartwell,3792 Merivale Road,,Stittsville,ON,K2S 1B9,boydnhartwell@outlook.com,613-831-5639,10/12/2001,452731086,24-Apr,"$31,731 "
205008,female,Mrs.,Angel,I,Gunderson,4552 Bayfield St,,Midland,ON,L4S 1V5,angeligunderson@hotmail.com,705-528-8413,6/11/1993,452755549,23-Jan,"$31,133 "
205011,female,Ms.,Katina,R,Gillespie,1993 rue Saint-Antoine,,Granby,QC,J2G 4W7,katinargillespie@hotmail.com,450-830-9055,4/21/2002,278679584,26-Aug,"$30,992 "
